pH,Turbidity,TDS,DO,Temperature,EC,Chlorine,Nitrate,Quality
7.46,3.75,573.5,8.17,29.72,922.05,1.82,11.65,Unsafe
7.77,2.82,929.07,6.56,22.65,948.57,0.49,13.48,Unsafe
5.43,4.38,737.84,3.03,27.31,825.76,1.78,6.39,Unsafe
5.19,6.19,580.28,8.95,27.28,290.43,0.71,0.34,Unsafe
8.14,1.96,611.34,4.03,22.15,1175.73,1.49,5.12,Unsafe
6.54,1.43,706.63,8.26,24.58,632.9,0.8,7.01,Safe
5.43,7.32,670.91,2.75,34.95,1446.21,0.67,0.81,Unsafe
8.05,6.89,1092.28,7.11,33.4,1205.87,1.1,13.04,Unsafe
8.4,4.66,890.38,5.06,16.52,1318.69,1.82,12.83,Unsafe
7.35,5.06,814.94,7.61,21.56,211.51,0.11,4.33,Unsafe
5.64,2.77,339.98,3.78,31.25,1567.05,1.22,9.7,Unsafe
5.06,3.36,759.86,6.23,16.3,1727.55,1.49,7.18,Unsafe
7.8,3.27,777.17,3.38,28.72,1388.37,1.97,1.74,Unsafe
7.2,7.29,1090.46,4.68,27.87,1636.52,1.7,8.27,Unsafe
7.6,5.6,712.24,2.6,23.97,1602.37,1.93,0.3,Unsafe
8.25,7.32,827.38,6.71,19.7,605.67,0.87,10.84,Unsafe
6.74,5.95,661.12,7.09,15.69,1872.6,0.21,6.53,Unsafe
5.5,5.5,1469.85,6.66,15.75,1800.91,0.22,9.41,Unsafe
8.76,3.27,1298.1,7.97,34.18,1985.55,0.85,8.18,Unsafe
7.18,4.02,160.49,2.58,33.08,1022.61,0.77,13.07,Unsafe
7.46,8.89,1300.62,3.5,23.23,1209.91,0.97,4.62,Unsafe
8.73,5.8,610.19,7.08,29.6,1276.82,1.86,6.91,Unsafe
8.73,5.29,565.83,2.83,32.92,1256.21,0.69,5.98,Unsafe
7.29,0.63,233.57,6.1,26.13,1854.98,1.27,3.87,Unsafe
6.19,6.74,1368.75,4.15,15.98,700.89,1.98,14.89,Unsafe
8.99,6.89,1328.21,4.03,31.37,283.65,1.23,4.8,Unsafe
7.72,6.94,1408.71,2.63,29.56,816.29,0.81,1.95,Unsafe
6.63,1.0,1179.45,3.93,31.51,1227.64,1.52,11.66,Unsafe
7.24,3.07,248.17,8.69,32.65,211.12,0.7,10.22,Unsafe
6.66,3.78,137.36,8.07,20.99,1581.87,0.58,3.69,Unsafe
8.55,8.28,1374.36,4.73,31.94,764.55,1.23,2.19,Unsafe
6.93,9.81,869.08,2.31,34.06,1339.62,1.98,9.69,Unsafe
8.29,4.21,432.75,6.2,32.29,1671.15,1.42,6.65,Unsafe
8.36,5.59,221.68,6.36,34.69,1182.65,1.09,0.75,Unsafe
8.3,0.17,303.81,4.46,27.7,452.96,0.92,1.15,Unsafe
7.89,0.19,320.33,7.69,23.14,1155.62,0.16,8.14,Safe
8.42,0.84,995.89,7.12,21.36,1206.71,0.94,0.84,Safe
6.55,7.22,459.56,4.28,33.23,1386.5,0.6,0.51,Unsafe
5.46,1.86,528.17,4.55,18.74,1848.1,1.41,1.65,Unsafe
8.37,7.6,938.16,3.33,24.55,1795.82,1.43,10.15,Unsafe
6.99,4.38,1206.38,4.18,19.73,460.71,0.19,1.68,Unsafe
5.51,8.51,661.1,8.19,33.04,1571.06,1.02,9.6,Unsafe
5.46,8.72,154.08,2.34,26.33,1499.74,1.89,14.4,Unsafe
5.64,8.81,1013.5,8.75,31.61,471.54,1.41,14.08,Unsafe
8.0,5.48,1058.51,4.08,20.53,712.21,1.12,3.79,Unsafe
7.84,7.91,571.05,7.4,34.37,746.5,1.96,0.54,Unsafe
5.82,6.65,101.71,3.87,31.69,1809.14,1.8,10.66,Unsafe
8.39,1.95,900.34,5.07,24.25,1279.56,1.38,4.46,Safe
6.13,3.88,1184.96,4.84,34.48,458.26,0.16,6.35,Unsafe
8.17,9.63,406.98,5.58,27.78,921.24,0.99,11.57,Unsafe
6.96,7.75,817.75,6.58,19.24,137.75,1.69,0.29,Unsafe
7.93,2.7,1076.57,3.56,16.74,1695.1,1.08,6.09,Unsafe
6.53,2.88,924.72,4.17,16.72,1223.08,0.56,1.48,Unsafe
6.39,2.62,1179.78,8.27,20.7,413.45,1.28,6.69,Unsafe
8.37,3.36,671.37,3.39,28.42,1497.14,0.12,13.75,Unsafe
5.14,9.29,1318.16,3.96,16.08,855.7,1.94,3.76,Unsafe
8.9,4.39,545.75,7.14,24.51,863.57,0.37,6.5,Unsafe
7.59,3.71,315.84,3.48,27.67,1330.59,0.83,6.99,Unsafe
6.73,2.47,1198.04,5.84,21.67,1570.54,0.3,13.32,Unsafe
7.51,8.93,114.24,4.01,16.18,899.18,0.74,0.92,Unsafe
5.49,9.58,1431.3,4.82,16.2,1764.58,1.44,1.35,Unsafe
7.06,3.3,203.14,7.78,31.03,239.26,0.13,0.92,Unsafe
8.94,6.2,1202.78,3.76,20.11,1057.89,0.95,13.89,Unsafe
5.94,9.59,269.45,2.05,31.81,243.15,0.49,12.04,Unsafe
7.89,5.04,492.87,6.47,21.5,1820.7,1.51,5.26,Unsafe
6.74,4.74,941.29,8.3,33.7,361.07,0.56,11.35,Unsafe
7.61,5.32,296.26,6.16,34.91,1686.29,0.99,10.69,Unsafe
5.82,0.43,236.24,5.85,30.95,1778.78,0.6,9.45,Unsafe
6.88,3.07,1404.21,2.47,26.97,1660.6,1.15,1.35,Unsafe
8.92,7.02,1108.42,2.96,15.7,1838.09,0.46,8.09,Unsafe
5.78,9.67,267.84,3.63,26.43,1508.33,1.55,10.02,Unsafe
7.55,5.73,826.74,2.03,16.02,393.84,0.86,8.32,Unsafe
7.3,1.99,1268.77,4.84,32.72,1073.27,1.03,3.36,Unsafe
7.26,4.33,221.82,5.79,19.61,1514.34,1.16,12.38,Unsafe
7.46,4.95,1235.0,5.5,27.84,1519.61,1.66,10.04,Unsafe
7.01,1.61,1279.98,4.03,24.48,1884.91,1.22,13.9,Unsafe
5.07,3.36,578.17,3.08,25.97,256.59,1.33,1.27,Unsafe
8.6,4.51,1493.78,8.88,22.84,197.6,0.41,8.88,Unsafe
8.31,2.69,649.9,5.93,20.14,1123.43,1.74,9.38,Unsafe
5.7,3.6,1363.18,3.55,15.89,1882.02,0.74,7.38,Unsafe
6.65,2.83,1357.11,7.49,25.48,109.57,1.85,10.84,Unsafe
8.08,6.17,1098.84,5.3,15.96,1112.03,1.66,13.36,Unsafe
8.92,5.83,101.18,3.47,33.41,1487.16,1.58,4.16,Unsafe
8.8,5.56,1055.87,7.13,31.52,1775.53,1.0,7.03,Unsafe
8.6,1.06,232.14,7.15,33.99,466.43,0.31,10.75,Unsafe
5.63,1.92,150.57,8.0,27.52,712.57,1.14,0.6,Unsafe
8.66,1.2,352.66,2.24,32.72,1818.23,0.74,14.04,Unsafe
8.51,0.73,815.9,5.4,16.82,1121.92,1.64,12.79,Unsafe
6.51,2.54,744.58,5.06,21.89,1035.46,1.22,4.2,Safe
6.58,2.03,645.29,8.45,31.81,1231.27,0.48,5.46,Unsafe
6.84,7.28,848.74,4.8,17.52,1656.79,1.92,5.79,Unsafe
7.62,6.99,470.62,8.37,21.88,331.44,0.69,11.02,Unsafe
6.04,2.09,538.22,8.81,22.58,379.61,0.62,7.22,Unsafe
5.09,1.74,392.32,8.73,28.64,975.34,1.28,6.47,Unsafe
5.56,1.53,733.21,8.49,19.65,1584.96,0.13,8.8,Unsafe
6.76,3.27,1099.96,3.59,29.3,1571.55,1.35,10.85,Unsafe
6.13,3.01,816.31,7.23,18.08,1875.8,0.97,1.54,Unsafe
8.06,0.38,1291.74,5.2,25.83,248.78,1.56,3.09,Unsafe
5.43,5.72,787.99,7.71,27.41,1098.79,0.24,0.77,Unsafe
8.67,8.99,382.72,8.53,23.59,389.68,0.42,10.32,Unsafe
8.58,5.43,817.05,6.55,19.64,1910.71,1.09,7.84,Unsafe
8.64,0.73,620.39,7.88,33.73,1093.95,0.95,2.73,Unsafe
7.96,6.04,788.43,4.94,20.69,304.66,0.54,3.89,Unsafe
5.43,4.9,237.57,7.67,32.44,1491.19,1.29,2.69,Unsafe
6.75,9.08,1187.33,3.22,28.89,1498.35,1.37,14.51,Unsafe
5.53,3.7,585.51,2.09,27.98,1509.81,0.17,13.63,Unsafe
8.95,7.54,123.65,5.97,34.28,172.67,1.9,8.79,Unsafe
6.33,0.48,892.71,6.32,18.67,1522.85,0.48,6.72,Unsafe
7.34,7.24,1057.34,5.08,24.0,107.86,0.68,7.03,Unsafe
8.12,0.51,201.71,3.93,32.26,1562.84,1.49,2.45,Unsafe
8.68,3.51,624.98,4.91,30.6,794.92,1.78,7.85,Unsafe
8.02,9.49,771.5,2.52,18.5,799.98,1.44,5.18,Unsafe
7.7,7.06,803.8,4.27,19.73,1739.23,0.52,11.09,Unsafe
6.86,9.26,149.98,7.2,20.12,1771.37,0.26,4.26,Unsafe
7.42,5.01,985.89,7.39,22.47,237.93,1.7,13.27,Unsafe
5.38,6.1,231.71,5.61,27.06,1399.8,1.46,12.04,Unsafe
8.54,5.23,590.76,3.6,24.36,1708.04,0.5,2.36,Unsafe
7.18,4.84,810.25,4.0,29.45,308.76,0.79,12.46,Unsafe
5.16,5.82,1151.06,4.53,26.8,1144.51,0.92,6.26,Unsafe
8.68,0.49,611.52,5.35,31.39,1660.32,0.8,7.17,Unsafe
6.96,1.94,1249.71,4.07,32.44,875.56,0.61,12.59,Unsafe
8.47,2.22,1182.29,3.93,29.85,1500.35,1.23,6.72,Unsafe
8.43,3.89,667.31,5.37,30.94,960.7,1.39,10.85,Unsafe
8.26,4.4,1327.48,4.52,17.42,210.92,1.98,11.6,Unsafe
5.25,7.42,1447.05,7.07,29.97,1271.09,1.75,7.07,Unsafe
5.99,1.74,479.08,8.99,21.78,1550.52,1.2,11.89,Unsafe
8.5,5.74,1250.32,2.27,27.91,826.41,1.09,0.74,Unsafe
8.6,2.8,500.14,6.0,22.24,1468.53,1.39,1.37,Unsafe
6.83,5.2,1060.28,3.53,15.91,184.24,1.56,2.63,Unsafe
6.76,6.3,1034.93,5.43,15.01,568.88,1.23,2.53,Unsafe
5.7,5.87,1206.87,5.33,28.52,793.2,0.99,4.62,Unsafe
8.87,2.23,404.43,6.73,24.0,393.67,1.05,3.34,Unsafe
5.85,7.12,1407.81,7.32,22.83,1597.31,1.77,9.64,Unsafe
5.76,6.57,701.16,6.9,32.44,1348.92,1.32,8.99,Unsafe
7.64,9.33,103.24,4.43,18.81,237.18,0.61,12.06,Unsafe
5.97,6.38,1182.32,2.34,21.73,1265.22,0.77,13.92,Unsafe
8.76,7.23,1404.29,4.05,29.26,726.44,0.73,10.25,Unsafe
5.04,8.13,1455.7,7.71,26.34,638.69,0.39,3.1,Unsafe
5.02,1.15,607.88,5.05,20.1,598.28,1.77,5.88,Unsafe
7.02,6.99,128.53,6.88,22.11,1495.25,1.77,11.6,Unsafe
6.95,3.25,578.74,6.35,28.35,1473.41,0.35,12.08,Unsafe
5.65,8.25,1337.11,6.75,31.33,1976.3,0.8,7.43,Unsafe
6.98,4.85,1281.18,7.26,22.16,571.31,0.2,0.52,Unsafe
6.65,5.85,630.92,8.07,33.09,434.66,0.43,6.06,Unsafe
8.56,2.68,314.24,3.47,22.89,528.24,0.51,2.9,Unsafe
5.04,6.54,1002.58,2.33,26.57,1304.55,0.52,11.65,Unsafe
8.91,0.45,1029.63,5.61,30.21,548.13,0.96,6.49,Unsafe
7.5,7.51,982.99,8.36,32.09,837.98,1.43,8.3,Unsafe
5.61,1.72,310.92,2.96,20.5,211.49,0.25,3.17,Unsafe
5.19,2.35,1254.08,8.53,25.38,1253.21,0.65,12.35,Unsafe
7.15,0.11,150.98,8.05,30.15,450.78,1.36,6.58,Unsafe
5.94,3.2,1457.83,8.74,27.43,387.22,1.2,5.87,Unsafe
6.2,3.94,1362.3,4.04,32.11,1592.27,0.18,14.64,Unsafe
5.98,2.42,1491.76,4.89,18.72,134.38,0.97,4.67,Unsafe
7.6,2.38,939.06,7.82,32.61,486.13,0.94,8.56,Unsafe
7.21,8.94,945.02,3.94,26.55,372.21,0.35,14.68,Unsafe
5.31,3.33,638.35,8.83,34.56,504.34,1.92,14.04,Unsafe
7.11,7.25,258.06,2.91,16.16,1249.09,1.61,1.98,Unsafe
8.16,2.45,1156.75,4.35,27.87,1110.02,0.24,2.23,Unsafe
5.32,8.11,788.27,5.22,15.6,1761.46,0.22,7.17,Unsafe
8.56,6.81,610.06,3.41,21.56,415.21,1.64,8.65,Unsafe
7.31,7.59,1325.84,2.4,15.37,1408.45,1.71,7.44,Unsafe
8.8,4.45,102.72,8.18,15.03,1570.05,0.45,8.39,Unsafe
5.59,8.81,769.89,4.23,27.19,448.99,1.36,1.06,Unsafe
8.97,3.8,1013.23,5.97,21.99,477.93,0.84,3.52,Unsafe
7.58,6.05,105.68,3.28,22.62,823.94,0.36,9.28,Unsafe
7.27,6.44,1118.65,7.15,21.16,996.13,0.78,9.7,Unsafe
7.06,9.53,332.41,2.73,34.58,1122.76,1.6,12.84,Unsafe
5.09,1.43,1283.65,6.97,18.43,1908.52,0.18,7.36,Unsafe
8.76,1.44,1170.32,6.54,21.23,1202.38,1.27,1.16,Unsafe
7.58,4.67,295.68,6.15,19.35,527.8,1.81,9.99,Unsafe
5.37,9.19,903.61,6.78,26.75,1432.05,1.24,6.48,Unsafe
5.08,0.31,1160.27,3.82,28.55,873.54,0.56,4.69,Unsafe
5.2,2.84,141.04,6.21,30.21,1354.97,1.65,0.26,Unsafe
7.44,2.91,862.89,2.24,24.21,704.64,1.56,10.83,Unsafe
7.46,3.12,170.86,3.8,29.06,430.73,1.46,13.52,Unsafe
7.0,0.34,967.37,6.41,30.98,1978.57,1.26,3.51,Unsafe
6.23,8.27,1334.98,5.11,27.66,1347.25,1.26,14.96,Unsafe
7.13,0.19,652.69,2.15,25.98,1298.58,0.7,2.44,Unsafe
7.07,4.83,710.38,6.15,32.34,1214.33,1.62,3.5,Unsafe
5.08,0.66,1468.17,7.84,27.63,1807.29,1.18,11.03,Unsafe
6.13,8.01,738.43,2.01,25.6,865.7,0.41,5.49,Unsafe
5.21,7.49,499.76,6.83,26.65,322.9,0.74,4.77,Unsafe
8.6,7.24,1494.89,3.56,22.23,912.11,0.39,5.54,Unsafe
7.9,7.39,1053.0,2.74,26.09,814.83,1.64,1.67,Unsafe
8.98,9.41,914.3,5.76,23.37,1271.47,0.24,3.08,Unsafe
6.21,4.23,1023.3,6.45,33.26,1815.51,1.81,1.63,Unsafe
8.51,8.63,1206.98,2.39,33.67,1613.24,0.67,6.44,Unsafe
7.41,1.92,152.39,2.25,24.49,1661.02,0.23,11.06,Unsafe
6.81,4.57,379.84,7.93,29.14,1536.85,0.14,11.99,Unsafe
5.89,0.19,151.19,2.46,27.88,1601.89,0.63,13.65,Unsafe
7.95,2.91,520.85,2.19,29.34,1793.98,1.66,2.88,Unsafe
8.62,4.64,1162.43,4.07,26.23,468.88,0.21,2.21,Unsafe
5.94,9.1,664.93,7.58,28.58,1305.0,0.35,7.02,Unsafe
5.7,3.24,1075.07,6.17,26.58,602.12,1.38,5.14,Unsafe
7.78,6.76,527.95,7.59,29.27,558.2,1.08,7.9,Unsafe
8.91,8.36,1475.41,2.49,33.32,571.27,0.41,10.64,Unsafe
8.0,3.33,227.44,5.09,26.12,1401.22,0.66,13.38,Unsafe
6.14,1.78,905.23,7.03,30.67,1101.09,1.53,9.7,Unsafe
6.68,5.95,941.67,6.98,22.16,1876.62,1.61,6.98,Unsafe
6.54,2.92,1121.94,6.85,18.1,1471.29,1.33,10.05,Unsafe
8.41,6.56,115.88,8.24,32.79,1290.65,0.96,0.9,Unsafe
8.09,1.43,466.42,3.96,29.18,1674.73,0.63,4.63,Unsafe
7.36,1.6,721.07,3.07,18.7,555.2,0.15,12.06,Unsafe
6.1,6.79,837.25,3.46,22.1,1332.15,0.85,0.75,Unsafe
8.75,9.74,193.0,4.82,22.41,1296.73,1.64,9.8,Unsafe
7.61,2.54,1242.45,3.19,18.25,415.78,0.22,8.23,Unsafe
8.88,7.17,288.09,8.18,16.67,926.24,1.84,12.58,Unsafe
7.32,5.37,905.46,4.84,21.0,1639.03,0.24,1.37,Unsafe
8.28,8.45,559.12,8.8,26.84,1784.99,1.53,13.86,Unsafe
8.25,3.95,799.16,7.74,24.48,1683.92,1.87,10.28,Unsafe
6.35,9.72,164.7,5.85,25.03,435.06,1.79,11.89,Unsafe
8.86,0.92,1284.51,5.36,21.0,459.53,1.82,8.5,Unsafe
5.09,9.85,491.1,3.92,29.88,546.8,0.57,12.29,Unsafe
8.07,8.48,505.68,8.02,31.04,834.05,1.42,5.36,Unsafe
8.86,8.68,702.75,4.64,32.0,974.2,1.42,11.17,Unsafe
6.36,8.44,475.86,5.47,26.75,1282.57,0.41,10.26,Unsafe
7.59,8.63,914.11,3.13,33.09,563.21,1.1,9.78,Unsafe
7.25,8.17,1309.75,2.46,17.77,1729.33,1.2,3.69,Unsafe
8.05,9.01,718.35,4.7,27.35,1655.06,0.72,0.11,Unsafe
8.46,4.66,258.09,4.49,26.23,527.26,0.52,6.51,Unsafe
7.41,9.4,1327.4,8.75,23.87,1626.91,1.89,2.08,Unsafe
8.26,3.91,831.55,3.87,25.97,833.95,1.59,2.43,Unsafe
6.25,7.31,1443.55,4.0,16.31,1410.77,0.69,4.77,Unsafe
5.91,7.13,1319.56,5.6,29.24,919.96,0.82,5.62,Unsafe
6.72,8.23,1314.44,3.19,24.23,418.03,0.39,5.64,Unsafe
7.71,7.41,270.4,8.59,31.52,578.59,0.73,6.6,Unsafe
5.75,0.45,834.56,8.66,30.13,110.74,1.62,12.36,Unsafe
7.72,7.42,1286.04,3.02,30.16,233.68,1.87,14.53,Unsafe
6.58,0.33,1203.43,5.79,20.89,389.93,1.09,10.1,Unsafe
8.18,5.38,832.47,4.0,27.98,1807.89,0.74,1.2,Unsafe
5.15,8.41,1491.43,6.7,31.01,834.6,1.3,13.95,Unsafe
7.67,8.31,1386.2,7.06,26.25,1721.67,1.65,14.64,Unsafe
7.6,8.43,694.16,2.98,17.8,1147.34,0.95,7.22,Unsafe
8.76,6.06,430.74,6.77,29.93,499.09,0.94,5.29,Unsafe
7.85,1.92,631.2,6.74,31.75,1174.6,0.15,11.01,Unsafe
8.19,5.13,495.64,4.42,17.34,1977.62,0.37,10.52,Unsafe
8.62,5.21,1008.62,5.85,24.25,1139.07,1.0,6.8,Unsafe
7.7,3.32,1089.75,3.04,18.41,1265.68,1.3,1.89,Unsafe
6.16,4.3,293.84,5.19,26.37,1963.29,0.34,4.86,Unsafe
8.48,8.73,502.76,4.37,34.05,361.57,0.83,14.24,Unsafe
7.99,5.23,1407.69,5.64,15.4,1674.67,0.55,12.42,Unsafe
6.7,7.08,991.51,3.28,18.9,1121.38,0.99,9.97,Unsafe
7.84,5.01,1076.42,4.05,22.28,265.6,1.25,14.91,Unsafe
8.47,6.21,166.18,5.94,17.05,319.66,0.98,4.87,Unsafe
8.9,1.02,679.98,8.92,19.5,1053.34,0.48,4.1,Unsafe
8.81,9.32,1429.42,5.16,29.16,581.46,0.57,8.38,Unsafe
6.3,4.42,1203.91,4.44,15.24,1807.68,0.27,10.73,Unsafe
6.69,7.51,1194.41,3.25,19.31,1251.29,0.88,4.51,Unsafe
5.44,6.7,1355.95,6.68,23.61,613.5,1.66,10.64,Unsafe
5.99,8.01,386.97,6.19,23.46,924.91,0.74,13.85,Unsafe
8.53,0.45,1480.34,6.06,30.17,950.98,0.74,2.63,Unsafe
6.44,9.36,719.93,2.25,15.68,119.1,0.4,6.27,Unsafe
7.48,8.31,1280.58,7.08,17.53,343.82,1.65,7.42,Unsafe
7.66,8.35,526.45,5.9,19.03,325.46,0.56,9.06,Unsafe
8.13,4.72,1010.64,2.37,23.2,1551.43,1.9,8.16,Unsafe
5.73,7.98,187.67,5.81,27.5,1826.94,1.03,13.72,Unsafe
6.22,5.79,1441.97,6.78,18.22,689.34,1.44,4.27,Unsafe
6.79,5.08,263.83,2.86,26.26,956.61,1.71,5.6,Unsafe
6.46,7.87,1066.15,8.59,29.9,1837.69,0.42,5.86,Unsafe
8.93,6.32,108.66,7.89,33.63,132.8,1.97,14.08,Unsafe
8.34,0.86,819.39,2.16,25.42,489.81,1.77,13.9,Unsafe
6.92,3.21,551.88,3.24,19.24,753.41,1.98,4.46,Unsafe
8.52,6.26,425.3,6.66,17.11,217.14,0.2,7.44,Unsafe
6.39,9.05,1099.49,3.29,22.76,106.62,1.43,13.44,Unsafe
8.14,9.34,720.53,7.46,33.28,698.12,0.97,11.57,Unsafe
5.89,8.41,544.59,4.16,23.74,1785.54,1.26,13.91,Unsafe
8.09,2.62,728.13,8.02,29.4,1713.36,1.44,9.41,Unsafe
6.83,4.79,541.21,2.52,34.78,1289.16,1.32,5.58,Unsafe
5.43,4.39,691.26,4.88,32.42,908.96,0.37,10.84,Unsafe
6.09,4.44,330.4,8.63,32.86,727.77,0.83,10.32,Unsafe
6.61,0.59,1394.65,3.52,34.14,1928.89,1.26,13.05,Unsafe
8.0,1.82,689.08,5.8,29.56,961.62,0.81,5.11,Safe
5.29,1.62,752.48,3.7,34.99,1169.31,0.52,0.68,Unsafe
7.64,6.21,1116.02,4.38,18.99,1595.04,1.42,0.15,Unsafe
7.86,4.18,273.78,2.54,22.57,1992.01,0.13,6.93,Unsafe
7.62,3.31,373.37,2.14,28.88,565.65,1.72,0.92,Unsafe
8.04,4.49,310.39,2.96,25.19,1670.36,0.77,8.56,Unsafe
5.71,3.31,771.21,3.99,26.33,664.56,0.72,5.9,Unsafe
7.35,7.6,922.0,6.75,29.49,1541.63,0.35,14.2,Unsafe
8.76,1.75,1100.5,6.56,19.36,852.25,0.45,6.04,Unsafe
7.44,0.66,1420.87,5.55,25.68,1774.86,0.44,8.13,Unsafe
7.45,6.54,220.56,5.05,19.08,1970.61,1.34,10.04,Unsafe
7.95,2.38,1041.94,5.33,30.49,1071.08,1.11,6.21,Unsafe
6.33,6.47,1156.93,5.75,30.49,522.31,0.53,12.72,Unsafe
7.8,0.68,1030.31,6.82,29.28,845.76,1.8,13.44,Unsafe
8.66,2.55,1297.01,7.04,24.94,603.63,0.56,11.75,Unsafe
5.04,1.62,828.32,8.19,25.77,999.19,0.32,9.29,Unsafe
8.48,2.98,1245.34,4.55,30.84,1461.5,1.0,11.28,Unsafe
5.87,3.36,197.47,3.38,30.64,281.12,1.24,14.5,Unsafe
6.82,5.0,991.4,4.56,34.89,1149.6,0.19,12.11,Unsafe
8.41,5.25,1417.21,5.48,28.36,194.33,0.83,2.41,Unsafe
8.3,6.34,736.95,5.84,33.26,1674.18,1.69,2.77,Unsafe
8.57,3.38,270.39,7.87,21.88,107.21,0.41,5.77,Unsafe
8.76,5.37,609.14,3.07,33.51,703.72,1.75,6.2,Unsafe
6.79,9.9,1290.5,7.03,33.13,885.69,0.53,7.63,Unsafe
7.63,2.19,278.05,5.86,33.64,634.64,0.96,0.88,Unsafe
6.56,1.61,838.18,5.22,27.71,739.29,1.74,4.04,Unsafe
6.4,8.44,1300.11,8.16,20.46,1024.45,1.67,13.91,Unsafe
6.73,4.16,1200.76,5.85,22.48,1734.99,1.74,14.72,Unsafe
7.97,8.48,817.29,7.78,18.92,1980.55,1.73,12.12,Unsafe
7.01,4.3,974.04,7.42,33.25,1858.66,1.23,14.46,Unsafe
8.26,0.31,491.64,4.28,20.16,196.25,0.12,13.14,Unsafe
7.98,3.81,1406.3,6.49,16.61,1916.27,1.33,7.82,Unsafe
5.08,6.14,143.45,4.65,17.25,837.14,1.29,10.07,Unsafe
7.52,4.53,611.74,4.85,23.01,678.94,1.78,8.27,Unsafe
6.75,4.65,653.65,8.22,32.27,229.13,1.2,2.7,Unsafe
6.83,9.98,1185.81,4.36,32.14,1893.35,1.02,7.65,Unsafe
8.27,5.49,762.1,8.41,24.56,667.28,1.33,2.13,Unsafe
7.19,7.0,1300.92,7.85,33.48,730.05,0.7,6.72,Unsafe
8.54,7.24,497.86,8.8,24.09,609.96,0.59,0.56,Unsafe
7.85,0.1,348.51,3.09,29.3,509.07,0.46,13.88,Unsafe
7.21,5.57,446.06,2.67,28.72,1657.31,1.73,13.27,Unsafe
8.02,9.63,342.47,2.24,27.87,1557.4,1.75,4.48,Unsafe
5.15,7.53,577.56,8.53,19.85,996.68,0.2,10.89,Unsafe
5.11,3.47,440.35,2.01,34.05,136.96,0.14,5.29,Unsafe
5.33,3.71,963.49,2.06,30.42,1255.19,0.65,12.03,Unsafe
6.75,3.11,118.67,3.64,18.24,1333.72,1.68,11.09,Unsafe
5.94,6.34,806.4,6.33,19.63,555.73,0.93,10.33,Unsafe
8.94,1.06,650.0,2.57,26.83,955.66,1.8,14.67,Unsafe
7.17,2.97,565.04,5.27,34.29,545.65,0.6,11.42,Unsafe
7.65,5.03,205.4,5.57,15.57,1213.46,0.44,13.09,Unsafe
6.12,5.4,1118.45,6.34,27.94,829.24,1.03,8.0,Unsafe
6.29,6.11,606.98,5.6,32.61,1666.66,1.46,10.15,Unsafe
6.34,7.99,1415.98,9.0,20.72,537.74,1.75,13.67,Unsafe
7.79,1.72,1430.23,7.43,17.63,1314.93,0.14,5.24,Unsafe
6.89,2.33,903.14,3.47,33.39,1927.37,1.62,9.53,Unsafe
7.07,8.74,592.32,2.99,30.54,1713.14,0.43,3.99,Unsafe
7.37,8.33,659.41,2.54,34.01,416.22,0.29,1.36,Unsafe
8.08,8.23,502.68,3.51,25.07,1350.17,0.3,10.25,Unsafe
5.36,2.17,1057.22,2.04,18.35,1614.27,1.44,5.11,Unsafe
8.11,0.68,848.18,3.16,24.39,790.19,1.15,2.67,Unsafe
7.25,5.28,691.22,6.34,19.06,1590.63,0.3,2.1,Unsafe
7.68,8.71,832.82,3.1,32.49,1478.45,1.11,7.78,Unsafe
6.31,2.45,270.13,4.95,34.31,462.71,1.1,6.45,Unsafe
6.64,9.05,1027.97,7.67,28.14,961.37,0.61,9.99,Unsafe
5.92,1.5,820.85,8.18,15.05,1006.39,1.55,0.97,Unsafe
8.92,3.05,960.96,2.79,30.19,149.01,1.73,5.35,Unsafe
6.99,3.05,488.62,6.61,22.72,1255.93,0.73,12.42,Unsafe
8.98,1.6,1140.25,4.11,27.44,703.32,1.32,0.3,Unsafe
6.96,8.74,770.13,5.73,15.56,112.56,0.59,10.24,Unsafe
5.88,4.18,238.18,2.4,30.05,721.75,0.46,11.05,Unsafe
7.03,1.99,1037.21,5.67,28.27,126.57,0.37,9.33,Unsafe
5.16,1.56,258.02,7.2,29.17,979.8,0.9,6.21,Unsafe
8.62,4.27,183.17,2.25,29.96,1399.24,0.28,13.14,Unsafe
8.27,0.27,1142.32,8.09,21.51,1702.29,0.93,14.19,Unsafe
7.9,1.3,759.75,6.93,28.38,231.39,1.43,10.28,Unsafe
7.44,0.14,135.52,7.2,18.28,1677.57,1.2,10.33,Unsafe
7.32,0.34,817.96,4.65,23.93,190.49,0.15,1.59,Unsafe
8.99,9.97,1353.32,5.27,16.55,841.01,1.19,0.4,Unsafe
6.11,4.54,232.79,4.89,27.91,925.5,0.37,10.0,Unsafe
8.12,7.32,585.69,7.01,33.49,1544.78,1.69,9.32,Unsafe
7.33,7.4,1262.41,3.17,31.37,1308.36,1.64,0.15,Unsafe
8.9,8.82,455.84,2.59,17.52,560.25,1.95,14.61,Unsafe
8.31,1.13,251.96,6.55,24.3,415.24,1.17,0.3,Safe
8.99,5.3,720.91,7.82,15.77,852.61,1.45,12.13,Unsafe
7.35,3.29,1310.5,3.36,15.31,1721.73,0.21,11.02,Unsafe
5.82,5.53,554.87,7.04,16.88,620.11,0.55,2.23,Unsafe
7.01,3.39,1271.05,4.21,32.21,831.17,1.17,8.74,Unsafe
